X,Y,X,Y,ID,OBJECTID,UID,PRO_ID,COUNTY_ID,TOWN_ID,VILLAGE_ID,V_Name,T_Name,C_Name,people
180543.94126143231,2703092.7308429494,118.315031025074,24.4324853762389,17,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180519.44373695884,2703153.3965786877,118.314786486932,24.4330319978685,18,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180704.82306281032,2703847.7369133206,118.316580798004,24.4393090598143,19,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180562.31794821881,2703432.6791953817,118.315195669482,24.4355553917079,20,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180681.64744034491,2703725.5425179144,118.316358191692,24.4382048056074,21,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180980.9339978327,2703800.8640902331,118.319306045493,24.4388981504763,22,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180555.48533591052,2703117.2497827294,118.315143669778,24.4327072588197,23,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180508.97531504655,2703526.9413015437,118.314665026435,24.4364040467354,24,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
179917.91398131303,2703582.5678514624,118.308833449688,24.4368797466226,25,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180712.41051493114,2703211.243009686,118.316686594543,24.4335628662184,26,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180398.60931119788,2703336.930695666,118.313585921859,24.4346836181831,27,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180921.16061725724,2703726.7635238101,118.318720163954,24.438226485859,28,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181133.73081716345,2703896.9755491628,118.32080825766,24.4397726584739,29,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180680.92621074611,2703833.8545665322,118.31634580588,24.4391826593214,30,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181355.33670262515,2704081.5751901106,118.32298481924,24.4414490994075,31,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180481.12647174145,2703345.1284320112,118.314399266352,24.4347613206982,32,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180818.3126665653,2703265.355601015,118.317728313688,24.4340561307504,33,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181122.81302149859,2703730.365145531,118.320708647018,24.4382679462145,34,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181354.09554641234,2704051.8823644528,118.322974010643,24.4411809652622,35,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180536.83773395076,2703637.4685779926,118.314934404319,24.4374031770753,36,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180785.77291988171,2703550.4638149263,118.317393566633,24.4366287595548,37,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180323.27942853456,2703718.9652853631,118.312824361767,24.4381294101824,38,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181020.61792982009,2703680.5980839971,118.319703229229,24.4378140991487,39,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180355.93647566554,2703589.8621267378,118.313152733069,24.4369652768891,40,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180270.61700686783,2703398.0102785337,118.312320732793,24.4352293375084,41,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180468.88977407999,2703944.5625596461,118.314249322957,24.4401727108919,42,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180736.3311734864,2703687.4379754257,118.316899325292,24.4378632182638,43,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181333.62510340923,2704176.1176324468,118.322766137778,24.4423017098002,44,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180031.04578804594,2703633.4025976965,118.309946621673,24.4373437964933,45,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181212.31095824763,2704023.233583855,118.321577109271,24.4409160467836,46,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180836.47194441879,2703544.5598931266,118.317893830904,24.4365777117179,47,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180073.86999000871,2703551.6305947299,118.310372957503,24.4366074517674,48,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180904.89414133166,2703900.8078634487,118.318551300984,24.4397971080508,49,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181388.58679749095,2703987.0348937265,118.323317290152,24.4405970170313,50,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180805.34685945595,2703223.0082590249,118.317602509102,24.4336732244509,51,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180367.36628277582,2703684.4119477146,118.313260826685,24.4378194230146,52,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181479.32797414233,2704340.2020812896,118.32419518047,24.4437895606594,53,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181475.2249952461,2704320.4801118765,118.324155665292,24.4436113215971,54,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180450.55371855519,2703953.0568649536,118.314068078784,24.4402485810164,55,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180116.37586088729,2703581.5345771103,118.310790668492,24.4368793473568,56,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180499.04889201355,2703388.1704280861,118.314573908211,24.4351507225132,57,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180589.15114526567,2703424.1663319874,118.315460702421,24.4354797316652,58,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181012.78556083643,2703980.0832199985,118.319611477106,24.4405176287958,59,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180411.65505038132,2703848.6756264977,118.313689563811,24.4393044446769,60,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180156.80854859776,2703560.9478836125,118.311190412657,24.4366952984643,61,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180104.49779125588,2703524.809350518,118.310676315048,24.4363666753526,62,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180466.92239488679,2703687.8975426569,118.314242455339,24.4378553463924,63,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180503.71290765126,2703400.0011088736,118.314619325329,24.4352577431738,64,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181496.25930993425,2704269.5876460718,118.324365559854,24.4431527697812,65,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181652.19177894003,2704247.4548031799,118.32590446009,24.4429598069528,66,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180019.04678876314,2703618.385565687,118.309829028949,24.4372076768625,67,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180632.08020247851,2703328.5547017776,118.315888708229,24.4346184251295,68,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180514.54935774475,2703385.9186160997,118.314726876824,24.435131084713,69,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180808.24847730756,2703205.9615982538,118.317631951426,24.4335194490826,70,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180671.05698982679,2703721.1756446008,118.316253963425,24.4381649076265,71,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180703.39366769828,2703825.0971852196,118.316567803366,24.4391045953238,72,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180712.44341379259,2703587.9641166008,118.316668589986,24.4369640630289,73,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180392.91207318206,2703416.8085049144,118.313525834187,24.4354045329922,74,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181067.52942067152,2703799.5443533077,118.320160101329,24.438890075887,75,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180557.14424661556,2703158.8238682989,118.31515800189,24.4330826810611,76,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180253.62992776363,2703641.2309792107,118.312141301009,24.4374244715057,77,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180296.53005150211,2703649.6728024967,118.312563957209,24.4375026108945,78,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181354.26026453928,2703961.874290735,118.322979975087,24.4403683416129,79,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180636.43875173116,2703410.0364158875,118.315927721446,24.4353542703137,80,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180788.55502666481,2703462.2575161089,118.317425289975,24.4358325200604,81,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181169.11102423863,2704024.2178377593,118.321151023065,24.4409230215482,82,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180483.78781514571,2703933.3795687687,118.314396792698,24.4400724123196,83,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180452.80395876011,2703490.8283403856,118.314112847626,24.4360754935106,84,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180996.71639134153,2703893.0205762647,118.319457222869,24.4397308780394,85,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180842.66602231973,2703660.3138121082,118.317949293025,24.4376230618392,86,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180717.81481124097,2703306.0998805859,118.31673527419,24.4344195144818,87,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181186.49250704766,2704107.7819736009,118.321318400369,24.4416782427957,88,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180378.97297254845,2703866.974170032,118.313366362343,24.4394681886501,89,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181112.46683269623,2704030.9465042795,118.320592071347,24.4409812625743,90,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180880.40361950244,2703420.922574345,118.318333071972,24.435463415006,91,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180626.14924290631,2703181.1160770417,118.31583740186,24.4332870232137,92,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181046.04228719414,2703756.5555773485,118.319950280122,24.4385010026765,93,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180152.47256098542,2703538.7381103113,118.31114874198,24.4364945849241,94,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180247.60939335194,2703527.1136464947,118.312087518136,24.4363939038362,95,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180615.42677413189,2703558.3625786575,118.315713283166,24.4366924832798,96,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180431.48425215721,2703650.0060602776,118.31389482392,24.4375116618635,97,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180420.85625556807,2703273.3363615922,118.313808417533,24.4341104575378,98,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180916.67112768436,2703570.2005874813,118.318683485371,24.4368127707635,99,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180372.12624003395,2703465.1131946915,118.313318491327,24.4358397172721,100,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180552.92024730326,2703358.0813149493,118.315106631036,24.434881471587,101,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180773.03127305594,2703808.2335877335,118.317255380328,24.4389554450836,102,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180650.07259397503,2703252.6935832156,118.316069834618,24.4339343215402,103,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
179916.86343474343,2703551.5601119348,118.308824615627,24.4365997489934,104,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181615.9904047056,2704322.8131990428,118.325543815075,24.4436385828738,105,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181300.73573777123,2704080.5672790604,118.322446389649,24.4414375883645,106,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180048.61438506871,2703637.3195903143,118.310119685815,24.4373799509169,107,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180641.03629263261,2703884.8164103786,118.315949933899,24.4396409853134,108,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180458.18241482368,2703641.9643251728,118.314158507013,24.4374402517286,109,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180758.22113066097,2703092.5638279221,118.31714412285,24.4324934203549,110,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180747.25184235035,2703244.146481846,118.317028580225,24.4338614840196,111,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180404.39646964089,2703917.7404268929,118.313614604553,24.439927664951,112,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
179949.88058148767,2703514.3084538295,118.309152051972,24.4362649133898,113,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181452.43506850785,2704346.6839509974,118.323929643785,24.4438468963613,114,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181586.86921273879,2704311.8503556829,118.325257141777,24.4435383246697,115,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180596.04354405269,2703615.4490971803,118.31551934955,24.4372070191666,116,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180859.04821619333,2703607.5864484524,118.318113410508,24.4371477455312,117,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181622.23794383067,2704278.7361259232,118.325607547116,24.4432409111098,118,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181332.60121275976,2704271.1588602737,118.322751455429,24.443159736687,119,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180848.42151378706,2703807.6863910514,118.317998894917,24.4389538587163,120,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180780.59212788864,2703500.3062479971,118.317344913444,24.4361756855674,121,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180029.99770803275,2703580.3265617192,118.309938893857,24.4368645575401,122,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180528.69242763077,2703270.3997006454,118.314871984673,24.4340887637598,123,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180966.48140717694,2703655.5589410816,118.319170560978,24.4375856333451,124,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180338.37729355608,2703407.2734970432,118.312988501805,24.4353160056886,125,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181381.02509793174,2704383.7589574223,118.323223593325,24.4441784752929,126,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180945.29907881806,2703403.9736207472,118.318973866296,24.4353132750453,127,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180916.28515020118,2703372.7964984193,118.318689255564,24.4350305065427,128,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180284.46405871434,2703590.2039688248,118.312447877146,24.4369651612765,129,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180812.78742600777,2703350.9118080195,118.317669670205,24.4348283223976,130,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181497.81656866241,2704145.5288750031,118.324386887765,24.4420327833262,131,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180842.42340484509,2703798.0486099711,118.317940210532,24.438866578117,132,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180653.46138047986,2703271.8083219477,118.316102322284,24.4341070484561,133,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180531.29281514377,2703313.8556610509,118.31489550861,24.4344812183363,134,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180618.76625108137,2703461.1753669255,118.315750951213,24.4358151858315,135,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180653.86459868075,2703647.6094391784,118.316087998393,24.4374999550713,136,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180985.77302885614,2703704.4865606981,118.3193584388,24.438028228547,137,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180485.99388412765,2703500.4161174865,118.314439686332,24.436163539548,138,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180749.55932773373,2703325.8065747693,118.317047364667,24.4345988482937,139,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
179929.94920321094,2703525.1932569388,118.308954960435,24.4363622880087,140,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181011.46825751325,2703815.5406961185,118.319606458932,24.439032011774,141,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180753.61844443399,2703173.1347467834,118.317094816864,24.43322064366,142,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181255.39109290688,2704140.4348729458,118.321996306945,24.4419760942299,143,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181074.49775917802,2703917.79401669,118.320223097561,24.4399579922319,144,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181397.77003857979,2704429.9376575015,118.323386510928,24.4445961348402,145,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
179934.11229500594,2703536.6066667838,118.308995453769,24.4364655203896,146,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181150.51016003964,2703759.1366286934,118.320980399791,24.438528933639,147,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180420.10656278196,2703577.3647528659,118.313786169677,24.4368553174426,148,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180701.82595267612,2703715.6657917621,118.316557668821,24.4381165336505,149,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180916.89029521664,2703814.4552743942,118.318673796128,24.4390180138789,150,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
179972.70327015451,2703501.7419515243,118.309377738933,24.4361524856212,151,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180901.81739571108,2703524.6908693048,118.31853921073,24.4364012301468,152,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181454.81560778548,2704324.4399829814,118.323954192423,24.4436461734025,153,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180607.15831798612,2703832.96078804,118.315618359763,24.4391713002059,154,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180510.46626811085,2703554.3884102213,118.314678390304,24.4366519171501,155,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181368.89530295157,2704306.4601533241,118.323107692914,24.4434800539343,156,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180880.43806379905,2703871.5517725288,118.318311537243,24.4395318851653,157,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180686.14352772332,2703453.3115427634,118.316415782584,24.4357471918471,158,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
179973.92354809347,2703623.0852078469,118.309383805634,24.4372480762216,159,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180626.53711236111,2703213.6245377241,118.315839643332,24.4335805404778,160,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180172.6415215442,2703563.4225128395,118.311346430881,24.4367183512974,161,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180872.22196699699,2703331.0305857523,118.318256751342,24.4346514687543,162,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180244.88526568291,2703598.0411346485,118.31205717928,24.4370341438865,163,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180915.2729509506,2703439.0433421279,118.318676059953,24.4356285659806,164,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180464.64785679948,2703781.2061986551,118.314215467556,24.4386976734148,165,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180915.81177110464,2703875.9750008197,118.318660174819,24.439573391665,166,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181438.25972183043,2704276.5438128682,118.323793221291,24.4432130166937,167,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181288.91626668948,2704130.7801239407,118.322327401711,24.4418904088259,168,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180510.26791876444,2703609.9373504799,118.314673723443,24.4371534269808,169,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180061.12407822546,2703591.8410557159,118.310245286675,24.4369699149569,170,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180914.87695005658,2703901.3466153094,118.318649724578,24.4398024156212,171,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180659.52592490299,2703172.2592620938,118.316166974404,24.4332085482509,172,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180988.44084330436,2703464.1235343115,118.319396397332,24.4358582484809,173,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180044.56193195513,2703534.3737704726,118.310084779104,24.4364503323282,174,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180286.26360973445,2703641.7773822336,118.312463098818,24.4374308677005,175,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180919.88694214021,2703803.9440284036,118.318703858647,24.4389232470779,176,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181307.93704749906,2703914.6547777979,118.322525414707,24.4399399784472,177,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181352.38498477871,2704236.0872781863,118.322948258226,24.442843969264,178,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181121.38886828884,2703785.9935428053,118.320691911241,24.4387701197308,179,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180637.09870527388,2703507.8332891725,118.315929466109,24.4362372505218,180,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
179937.47785773501,2703637.8363129171,118.309023663008,24.4373796138058,181,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180407.11832959281,2703774.8161270684,118.313648433339,24.4386374080446,182,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180301.58476647851,2703594.9454049231,118.31261648426,24.4370087361858,183,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181007.46726603783,2703780.0340111619,118.319568722197,24.4387112650811,184,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180543.77031424979,2703651.614591877,118.315002081562,24.4375312027081,185,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181084.55897395028,2703786.1333334087,118.320328693526,24.4387697502697,186,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180384.19827599055,2703620.9702164195,118.313429921507,24.4372473986416,187,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
181056.66753399401,2703747.365908972,118.320055509465,24.4384185055334,188,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180136.75006754784,2703604.9801605362,118.310990442187,24.4370919388455,189,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180951.62065905944,2703747.0365105639,118.319019571855,24.4384108714541,190,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180633.29680709256,2703017.7222463759,118.315915844634,24.4318121539679,191,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180545.12285039149,2703348.0844854489,118.31503022426,24.4347908679289,192,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180307.51772007585,2703637.2990394989,118.312672920326,24.4373913879038,193,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
180953.57336483378,2703840.0786997303,118.319034317095,24.4392509818701,194,726,2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,11111
