X,Y,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
118.3161921,24.4338159,,,,,永春廣東粥,,"addr:city=金門縣
addr:district=金城鎮
addr:full=89347金門縣金城鎮莒光路126號
addr:housenumber=126
addr:postcode=89347
addr:street=莒光路
amenity=restaurant
cuisine=chinese
name=永春廣東粥
name:zh=永春廣東粥
opening_hours=Mo-Su 05:30-13:30
outdoor_seating=yes
phone=+886 82 327 292
takeaway=yes",,http://osm.org/browse/node/4426315166,,,,,,,,,,,,,,
118.3184601,24.4320451,,,,,梁記火雞肉飯,,"addr:city=金門縣
addr:district=金城鎮
addr:full=89347金門縣金城鎮莒光路26巷16號
addr:housenumber=16
addr:postcode=89347
addr:street=莒光路26巷
amenity=restaurant
cuisine=chinese
name=梁記火雞肉飯
name:zh=梁記火雞肉飯
outdoor_seating=no
takeaway=yes",,http://osm.org/browse/node/4459743391,,,,,,,,,,,,,,
118.3184613,24.4352176,,,,,福記港式燒臘,,"addr:housenumber=22
addr:postcode=893
addr:street=民生路45巷
amenity=restaurant
cuisine=chinese
name=福記港式燒臘
phone=082321119",,http://osm.org/browse/node/4486723290,,,,,,,,,,,,,,
118.3163796,24.4359308,,,,,蝸居,,"addr:housenumber=20
addr:street=民權路122巷
amenity=restaurant
cuisine=sandwich
name=蝸居
opening_hours=Mo-Fr 06:00-11:00; Sa-Su 06:00-11:30
phone=+886 82-375661",,http://osm.org/browse/node/4504037691,,,,,,,,,,,,,,
118.3203099,24.4347496,,,,,樸食,,"amenity=restaurant
name=樸食
name:zh=樸食",,http://osm.org/browse/node/4504081589,,,,,,,,,,,,,,
118.3172716,24.4392323,,,,,大漿 宵夜早餐,,"amenity=restaurant
name=大漿 宵夜早餐
name:zh=大漿 宵夜早餐
opening_hours=Mo-Su 19:00-03:00",,http://osm.org/browse/node/4587300794,,,,,,,,,,,,,,
118.3201974,24.443005,,,,,月之華,,"addr:housenumber=65
addr:street=環島西路二段
amenity=restaurant
cuisine=japanese
name=月之華
opening_hours=Tu-Su 11:30-14:00, 17:30-20:30
phone=082323849",,http://osm.org/browse/node/4589957301,,,,,,,,,,,,,,
118.4168832,24.4407643,,,,,談天樓,,"addr:housenumber=3
addr:street=復興路
amenity=restaurant
cuisine=chinese;noodles
name=談天樓",,http://osm.org/browse/node/4593844489,,,,,,,,,,,,,,
118.416859,24.4407765,,,,,喜相逢,,"addr:housenumber=5
addr:street=復興路
amenity=restaurant
cuisine=chinese;noodles
name=喜相逢",,http://osm.org/browse/node/4593918396,,,,,,,,,,,,,,
118.3161105,24.4343471,,,,,火鍋世家,,"addr:city=金門縣
addr:district=金城鎮
addr:full=89345金門縣金城鎮民權路129號
addr:housenumber=129
addr:postcode=89345
addr:street=民權路
amenity=restaurant
branch=金城民權旗艦店
capacity=60
cuisine=chinese
name=火鍋世家
name:zh=火鍋世家
opening_hours=Mo-Su 11:00-14:30,17:00-22:30
outdoor_seating=no
phone=+886 82 316 595
website=http://www.suabu.com.tw/",,http://osm.org/browse/node/4593944140,,,,,,,,,,,,,,
118.3171957,24.43018,,,,,金一燒餅,,"addr:housenumber=191號
addr:postcode=893
addr:street=民族路
amenity=restaurant
name=金一燒餅
name:zh=金一燒餅",,http://osm.org/browse/node/4597428089,,,,,,,,,,,,,,
118.3194734,24.4299167,,,,,標記小吃店,,"addr:housenumber=1號
addr:postcode=893
addr:street=民族路93巷5弄
amenity=restaurant
name=標記小吃店
name:zh=標記小吃店
opening_hours=Mo-Su 06:00-14:00
phone=082325118",,http://osm.org/browse/node/4597428090,,,,,,,,,,,,,,
118.3185905,24.4312722,,,,,珍香肉羹麵,,"addr:housenumber=47號
addr:postcode=893
addr:street=莒光路一段
amenity=restaurant
cuisine=chinese
name=珍香肉羹麵
name:zh=珍香肉羹麵
phone=082327088",,http://osm.org/browse/node/4597666590,,,,,,,,,,,,,,
118.3185459,24.4313014,,,,,科記廣東粥花生湯,,"addr:housenumber=45號
addr:postcode=893
addr:street=莒光路一段
amenity=restaurant
cuisine=chinese
name=科記廣東粥花生湯
name:zh=科記廣東粥花生湯
opening_hours=Mo-Su 06:00-12:00
phone=082327501",,http://osm.org/browse/node/4597685190,,,,,,,,,,,,,,
118.4137899,24.4884406,,,,,Woo,,"amenity=restaurant
name=Woo
website=www.wu-tau.com",,http://osm.org/browse/node/4681540804,,,,,,,,,,,,,,
118.4406981,24.5041557,,,,,node/4683254766,,amenity=restaurant,,http://osm.org/browse/node/4683254766,,,,,,,,,,,,,,
118.3177376,24.4335521,,,,,node/4683508747,,"amenity=restaurant
cuisine=Italian",,http://osm.org/browse/node/4683508747,,,,,,,,,,,,,,
118.414091,24.4887833,,,,,node/4685220010,,"addr:housenumber=1
amenity=restaurant
cuisine=breakfast
opening_hours=Tu-Su 05:30-11:00",,http://osm.org/browse/node/4685220010,,,,,,,,,,,,,,
118.319124,24.4317746,,,,,node/4685254966,,"amenity=restaurant
cuisine=Japanese",,http://osm.org/browse/node/4685254966,,,,,,,,,,,,,,
118.317617,24.4327492,,,,,Chang San Feng,,"addr:housenumber=15-1
amenity=restaurant
cuisine=steak
name=Chang San Feng
opening_hours=Mo-Su 11:30-21:00
phone=+88682327062",,http://osm.org/browse/node/4685271366,,,,,,,,,,,,,,
118.2864618,24.4157064,,,,,Joan Ranch,,"amenity=restaurant
name=Joan Ranch",,http://osm.org/browse/node/4685288843,,,,,,,,,,,,,,
118.3158283,24.4326606,,,,,立鼎鐵板燒,,"addr:housenumber=46
addr:street=光前路
amenity=restaurant
cuisine=japanese
name=立鼎鐵板燒
opening_hours=Mo-Su 10:00-14:00, 17:00-21:30
phone=+88682328681",,http://osm.org/browse/node/4686957755,,,,,,,,,,,,,,
118.3155838,24.4328725,,,,,node/4686957841,,"amenity=restaurant
cuisine=breakfast",,http://osm.org/browse/node/4686957841,,,,,,,,,,,,,,
118.3151032,24.4331065,,,,,node/4686958765,,"amenity=restaurant
cuisine=steak",,http://osm.org/browse/node/4686958765,,,,,,,,,,,,,,
118.3146994,24.4325903,,,,,node/4686965648,,"amenity=restaurant
cuisine=Italian",,http://osm.org/browse/node/4686965648,,,,,,,,,,,,,,
118.3679432,24.4357027,,,,,Joan Ranch,,"amenity=restaurant
name=Joan Ranch",,http://osm.org/browse/node/4690115996,,,,,,,,,,,,,,
118.3158502,24.4301693,,,,,記德海鮮餐廳,,"addr:housenumber=251號
addr:street=民族路
amenity=restaurant
name=記德海鮮餐廳
name:zh=記德海鮮餐廳
phone=082324461",,http://osm.org/browse/node/4813004821,,,,,,,,,,,,,,
118.228395,24.4145168,,,,,三閤院美食館,,"amenity=restaurant
name=三閤院美食館",,http://osm.org/browse/node/4817232034,,,,,,,,,,,,,,
118.3141402,24.4325415,,,,,老六小館,,"addr:housenumber=65-1號
addr:street=民權路
amenity=restaurant
cuisine=chinese
name=老六小館
name:zh=老六小館
operator=陳瑞松
phone=082324068",,http://osm.org/browse/node/4817321924,,,,,,,,,,,,,,
118.3141858,24.4325455,,,,,老六小館,,"addr:housenumber=65-1
addr:street=民權路
amenity=restaurant
cuisine=chinese
name=老六小館
name:zh=老六小館
opening_hours=Mo-Su 11:00-14:00, 15:00-20:30
operator=陳瑞松
phone=+886082324068",,http://osm.org/browse/node/4817489527,,,,,,,,,,,,,,
118.2522197,24.4464906,,,,,三層樓芋頭餐廳,,"amenity=restaurant
name=三層樓芋頭餐廳",,http://osm.org/browse/node/4826293899,,,,,,,,,,,,,,
118.2287343,24.4283622,,,,,佳興石蚵料理,,"amenity=restaurant
name=佳興石蚵料理",,http://osm.org/browse/node/4826425790,,,,,,,,,,,,,,
118.3115347,24.4472628,,,,,記得餐廳,,"amenity=restaurant
name=記得餐廳
name:zh=記得餐廳",,http://osm.org/browse/node/4956035121,,,,,,,,,,,,,,
118.3180574,24.4151804,,,,,金新園餐廳,,"amenity=restaurant
name=金新園餐廳
name:zh=金新園餐廳",,http://osm.org/browse/node/4956468224,,,,,,,,,,,,,,
118.3913455,24.4402125,,,,,佑昇生億飲食店,,"amenity=restaurant
name=佑昇生億飲食店
name:zh=佑昇生億飲食店
phone=332229",,http://osm.org/browse/node/4958243121,,,,,,,,,,,,,,
118.3186808,24.4357274,,,,,Venetia 威尼獅義式手作廚房,,"addr:city=金門縣
addr:district=金城鎮
addr:floor=1
addr:housenumber=2
addr:postcode=89345
addr:street=民生路45巷4弄
amenity=restaurant
cuisine=pizza
delivery=no
name=Venetia 威尼獅義式手作廚房
opening_hours=Mo-Su 11:30-20:00
outdoor_seating=no
smoking=no
takeaway=yes",,http://osm.org/browse/node/5205227142,,,,,,,,,,,,,,
